,Aktiv,Alles anstrengend,Alter,Andere kritisieren,BRS1,BRS2,BRS3,BRS4,BRS5,BRS6,Berufliche Ausbildung,Berufsgruppe,Desinteresse Politiker,Druck,Entspannt,Erwerbstätigkeit,Familienstand,Faulheit,Geburtsland,Geschlecht,Gesellig,Gruendlich,Hoechster Bildungsabschluss,IE_ext1,IE_ext2,IE_int1,IE_int2,Id,Leben genießen,Nationalitaet,Nervoes,Nervös,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Optimismus,Optimismus Zukunft,Pessimismus,Phantasievoll,Resilienz,Schlechter Schlaf,Schulabschluss,Verärgert,Wach,Wahlabsicht,Wahlteilnahme,Zufriedenheit Leben,Zufriedenheit Wahlergebnis,Zurueckhaltend,label,leicht Vertrauen,wenig kuenstlerisches Interesse,woechentlicheArbeitszeit,Ängstlich
852,3.0,2.0,46.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,8.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,GBS-06055,3.0,1.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,1,2.0,4.0,3,3.0
796,2.0,3.0,23.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,5.0,GBS-06611,3.0,1.0,2.0,4.0,3.0,0.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1,3.0,5.0,5,4.0
845,3.0,3.0,24.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,8.0,8.0,3.5,4.0,5.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,5.0,GBS-06637,3.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,1,4.0,1.0,3,4.0
129,3.0,2.0,39.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,GBS-06786,3.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,6.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,1,4.0,2.0,5,4.0
39,3.0,2.0,28.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,GBS-06972,3.0,1.0,2.0,4.0,3.0,0.0,6.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,4.0,2.0,5,4.0
916,3.0,2.0,24.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-06978,3.0,1.0,1.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1,4.0,2.0,5,4.0
605,3.0,2.0,32.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,3.5,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,GBS-07018,3.0,1.0,2.0,3.0,3.0,3.0,6.0,5.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1,3.0,2.0,5,3.0
114,3.0,2.0,25.0,4.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,5.0,3.5,4.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,GBS-07026,3.0,1.0,2.0,4.0,2.0,1.0,7.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,5.0,4.0,4,4.0
97,4.0,2.0,44.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,GBS-07100,3.0,1.0,2.0,4.0,3.0,0.0,6.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1,4.0,3.0,5,4.0
431,4.0,2.0,31.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.5,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,5.0,5.0,GBS-07206,3.0,1.0,3.0,3.0,4.0,4.0,7.0,5.0,1.0,3.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1,4.0,4.0,3,4.0
677,3.0,2.0,47.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,GBS-07239,3.0,1.0,3.0,4.0,1.0,1.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1,4.0,4.0,4,4.0
179,3.0,2.0,36.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,3.5,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,GBS-07345,2.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1,4.0,5.0,3,3.0
658,3.0,2.0,52.0,2.0,5.0,2.0,5.0,4.0,4.0,1.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,GBS-07790,3.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,3,4.0
891,2.0,2.0,39.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,3.5,4.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,GBS-07922,3.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,1.0,5,4.0
409,2.0,3.0,37.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-07934,3.0,1.0,3.0,4.0,3.0,2.0,6.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1,3.0,2.0,5,4.0
884,4.0,2.0,26.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-08013,2.0,1.0,3.0,3.0,3.0,0.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,1,4.0,3.0,5,3.0
50,3.0,2.0,33.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,GBS-08239,3.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1,3.0,3.0,5,4.0
354,3.0,2.0,20.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,GBS-08252,3.0,1.0,2.0,3.0,3.0,0.0,6.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1,4.0,1.0,5,4.0
166,3.0,2.0,41.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,GBS-08458,4.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1,4.0,4.0,3,4.0
193,3.0,1.0,46.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,3.5,3.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,GBS-08636,4.0,1.0,1.0,3.0,3.0,2.0,6.0,5.0,1.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,5.0,3,4.0
237,3.0,2.0,25.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,8.0,8.0,3.5,4.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,5.0,GBS-08794,4.0,1.0,3.0,3.0,0.0,0.0,7.0,5.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,1,4.0,4.0,1,4.0
739,3.0,2.0,31.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,GBS-08937,4.0,1.0,2.0,4.0,3.0,3.0,6.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,1,4.0,3.0,5,4.0
618,3.0,2.0,32.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,2.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,GBS-09239,2.0,1.0,1.0,4.0,3.0,2.0,6.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1,3.0,2.0,5,4.0
961,3.0,2.0,35.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,3.5,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,GBS-09326,2.0,1.0,2.0,3.0,4.0,3.0,7.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1,3.0,1.0,5,4.0
720,3.0,2.0,34.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,3.5,3.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,5.0,GBS-09377,3.0,1.0,3.0,4.0,4.0,2.0,7.0,5.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,1,4.0,5.0,3,4.0
196,3.0,2.0,46.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-09480,3.0,1.0,2.0,4.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1,4.0,2.0,5,4.0
950,3.0,2.0,50.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,GBS-09482,3.0,1.0,2.0,4.0,3.0,2.0,7.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1,4.0,1.0,5,4.0
872,3.0,2.0,19.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,8.0,8.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,GBS-09510,2.0,1.0,2.0,3.0,4.0,0.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,1,4.0
374,2.0,2.0,35.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.5,4.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,GBS-09543,2.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1,4.0,5.0,4,4.0
714,2.0,2.0,33.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,GBS-09575,2.0,1.0,3.0,4.0,4.0,2.0,7.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,5.0,1.0,3,4.0
249,3.0,2.0,24.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,3.5,3.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,GBS-10009,3.0,1.0,2.0,4.0,1.0,0.0,7.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,5.0,4.0,3,4.0
287,3.0,2.0,54.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,9.0,3.0,3.5,3.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,GBS-10357,3.0,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1,2.0,4.0,3,4.0
886,3.0,2.0,55.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-10465,3.0,1.0,2.0,4.0,3.0,3.0,7.0,5.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,1,5.0,2.0,5,4.0
76,3.0,2.0,55.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,3.5,3.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,GBS-10566,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1,3.0,3.0,3,4.0
566,2.0,3.0,21.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-10611,1.0,1.0,5.0,3.0,3.0,0.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,1,4.0,4.0,5,3.0
298,3.0,2.0,69.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,GBS-10726,3.0,1.0,2.0,4.0,3.0,3.0,7.0,5.0,1.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,1,3.0,1.0,5,4.0
379,4.0,2.0,56.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,GBS-10728,2.0,1.0,2.0,3.0,4.0,2.0,7.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1,5.0,2.0,4,3.0
61,3.0,2.0,31.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.5,3.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,GBS-11050,3.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1,4.0,2.0,5,4.0
402,3.0,2.0,49.0,2.0,5.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,GBS-11134,3.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1,4.0,3.0,5,4.0
846,4.0,1.0,54.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,GBS-11163,4.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,1,1.0,3.0,3,3.0
105,3.0,2.0,66.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.5,4.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,GBS-11170,4.0,1.0,4.0,4.0,3.0,1.0,7.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1,4.0,4.0,5,4.0
672,3.0,2.0,67.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,3.5,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,GBS-11186,3.0,1.0,2.0,4.0,3.0,3.0,7.0,5.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,1,5.0,1.0,5,4.0
516,3.0,2.0,60.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,6.0,3.0,3.5,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,GBS-11239,3.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,3.0,4.0,3,2.0
364,3.0,2.0,25.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,GBS-11245,3.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1,2.0,5.0,4,4.0
772,3.0,2.0,39.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,8.0,3.0,3.5,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,GBS-11471,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,4.0,1.0,2,4.0
429,3.0,2.0,68.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,3.5,4.0,3.5,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-11517,3.0,1.0,2.0,4.0,3.0,1.0,6.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,5,4.0
790,3.0,2.0,59.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,GBS-11605,4.0,1.0,2.0,3.0,3.0,1.0,6.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1,4.0,4.0,5,4.0
724,3.0,2.0,20.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0,8.0,8.0,3.5,2.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,GBS-11674,3.0,1.0,2.0,4.0,3.0,0.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1,1.0,5.0,3,4.0
968,3.0,2.0,36.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,GBS-11744,3.0,1.0,2.0,4.0,3.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,1,4.0,4.0,5,4.0
338,3.0,2.0,45.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,GBS-11844,4.0,1.0,2.0,3.0,3.0,4.0,6.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1,2.0,2.0,5,4.0
311,3.0,2.0,31.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.5,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,GBS-11954,2.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1,2.0,4.0,5,2.0
953,3.0,2.0,27.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,GBS-12008,3.0,1.0,2.0,3.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1,4.0,3.0,3,3.0
340,3.0,2.0,64.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-12183,3.0,1.0,3.0,4.0,3.0,3.0,6.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,1,4.0,4.0,5,4.0
427,3.0,2.0,39.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,GBS-12188,1.0,1.0,5.0,3.0,3.0,2.0,7.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,1,5.0,5.0,5,3.0
60,3.0,3.0,36.0,2.0,4.0,1.0,5.0,3.0,4.0,3.0,1.0,3.0,3.5,4.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,GBS-12419,3.0,1.0,1.0,4.0,4.0,1.0,7.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0,1.0,1,4.0,1.0,5,4.0
694,3.0,1.0,55.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.5,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,GBS-12449,3.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1,4.0,1.0,3,4.0
914,3.0,2.0,34.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.5,2.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,GBS-12522,3.0,1.0,3.0,2.0,3.0,2.0,6.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1,4.0,3.0,5,4.0
920,3.0,2.0,34.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,4.0,5.0,GBS-12776,3.0,1.0,5.0,3.0,3.0,2.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,1,4.0,2.0,5,4.0
292,3.0,2.0,32.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,GBS-12802,3.0,1.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,2.0,4.0,5,4.0
388,3.0,2.0,54.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.5,3.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,GBS-12814,2.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,1,4.0,5.0,5,3.0
