,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz,label
404,GBS-27402,POSITIV,0.9643225771425686,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,1.7222953056481123,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,3.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.4746872334790853,1
339,GBS-24189,POSITIV,0.9643225771425686,-0.7400722003532864,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0817512805203222,1
529,GBS-32834,,0.9643225771425686,-0.533079387698295,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,3.0,-0.3111846724384411,1
31,GBS-03597,NEGATIV,-1.0369973945473194,1.0538655093233051,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,4.0,3.0,4.0,2.0,0,0.3186954528873749,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,-0.3111846724384411,1
548,GBS-34264,POSITIV,0.9643225771425686,0.08789905026667894,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,9.0,-0.8305182273380257,5.771955544471839,-1.2876461863035953,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,-0.3111846724384411,1
459,GBS-29281,,-1.0369973945473194,-0.39508417926163414,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,1.7280919810499729,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0817512805203222,1
318,GBS-23181,,0.9643225771425686,-0.6710745961349559,-3.225203411570322,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.4746872334790853,1
571,GBS-35531,,-1.0369973945473194,-0.533079387698295,-3.225203411570322,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,0.4211112862351195,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,1,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,-0.3111846724384411,1
565,GBS-35137,,0.9643225771425686,-0.2570889708249733,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,4.0,-0.3111846724384411,1
5,GBS+00123,POSITIV,0.9643225771425686,-0.3260865750433037,0.3100579629838321,0.17633099834280683,-2.3235955917845783,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,1.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,3.8676231864378487,1
59,GBS-06611,,-1.0369973945473194,1.81283915572494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,4.0,3.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,-0.3111846724384411,1
197,GBS-16614,POSITIV,-1.0369973945473194,-0.9470650130082776,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,5.0,2.0,-1.7041206253972043,1
247,GBS-19636,NEGATIV,-1.0369973945473194,-0.6020769919166254,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,-0.3111846724384411,1
407,GBS-27639,,-1.0369973945473194,-1.2230554298815994,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,4.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,-0.3111846724384411,1
74,GBS-08013,POSITIV,-1.0369973945473194,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,0.44588853915504323,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,0.613294767538716,2.0,3.0,2.0,2.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0817512805203222,1
334,GBS-23841,,-1.0369973945473194,-1.4300482425365908,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,-0.3111846724384411,1
441,GBS-28679,POSITIV,0.9643225771425686,1.3298559261966267,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,0.44588853915504323,3.440364100552313,-1.2876461863035953,-1.1007325167823525,0.613294767538716,4.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,-1.7041206253972043,1
403,GBS-27382,,0.9643225771425686,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,-0.3111846724384411,1
119,GBS-12415,,-1.0369973945473194,-1.7750362636282428,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,1.1087726566327867,-0.4332674500342379,1.7280919810499729,1.5791827475854763,4.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,5.0,2.0,-1.7041206253972043,1
517,GBS-32258,POSITIV,0.9643225771425686,-0.533079387698295,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,2.6710334803274143,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,-1.7041206253972043,1
494,GBS-31012,POSITIV,0.9643225771425686,1.7438415515066095,-3.225203411570322,0.17633099834280683,1.176664050478243,-0.32536086436928074,8.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,-1.7041206253972043,1
293,GBS-21872,,-1.0369973945473194,-0.8780674087899473,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,4.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0817512805203222,1
277,GBS-21356,,0.9643225771425686,0.5018846755766616,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,0.7851504817725311,0.613294767538716,1.0,2.0,4.0,2.0,0,0.3186954528873749,3.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,-1.7041206253972043,1
268,GBS-20762,,0.9643225771425686,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0817512805203222,1
3,GBS+00084,POSITIV,0.9643225771425686,-0.39508417926163414,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,-0.3111846724384411,1
68,GBS-07206,,-1.0369973945473194,1.2608583219782965,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,2.6631669525791377,0.4211112862351195,2.6710334803274143,1.5791827475854763,4.0,3.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,-1.7041206253972043,1
157,GBS-13638,,-1.0369973945473194,1.4678511346332876,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,1.1087726566327867,0.4211112862351195,-1.1007325167823525,-0.35259321250804426,3.0,3.0,2.0,3.0,0,0.3186954528873749,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,-1.7041206253972043,1
162,GBS-14152,NEGATIV,0.9643225771425686,-0.39508417926163414,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-1.1007325167823525,0.613294767538716,2.0,2.0,3.0,2.0,0,0.3186954528873749,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,-0.3111846724384411,1
436,GBS-28632,POSITIV,0.9643225771425686,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,3.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,2.0,3.0,3.0,2.0,0,-1.4807492565210756,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,-1.7041206253972043,1
4,GBS+00092,,0.9643225771425686,-0.7400722003532864,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,0.7851504817725311,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,-0.3111846724384411,1
349,GBS-24574,NEGATIV,-1.0369973945473194,0.7088774882316529,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,2.0,3.0,2.0,0,0.3186954528873749,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,-0.3111846724384411,1
400,GBS-27284,,0.9643225771425686,1.3298559261966267,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,-0.3111846724384411,1
19,GBS+00253,NEGATIV,0.9643225771425686,-1.154057825663269,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,4.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0817512805203222,1
308,GBS-22537,,-1.0369973945473194,-0.05009615816998195,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,2.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,-0.3111846724384411,1
117,GBS-12183,NEGATIV,-1.0369973945473194,-1.016062617226608,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,1.0,-0.3111846724384411,1
291,GBS-21832,POSITIV,0.9643225771425686,-0.6710745961349559,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,3.0,4.0,4.0,1.0,0,0.3186954528873749,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.4746872334790853,1
78,GBS-08458,POSITIV,0.9643225771425686,0.5708822797949921,0.3100579629838321,0.17633099834280683,-2.3235955917845783,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-0.15779101750491065,-0.35259321250804426,3.0,4.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,-0.3111846724384411,1
424,GBS-28245,,0.9643225771425686,1.4678511346332876,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,0.7851504817725311,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0817512805203222,1
477,GBS-30163,NEGATIV,0.9643225771425686,1.536848738851618,0.3100579629838321,0.17633099834280683,-2.3235955917845783,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-2.284369172601565,2.0,2.0,2.0,3.0,0,0.3186954528873749,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0817512805203222,1
347,GBS-24376,POSITIV,0.9643225771425686,1.1228631135416356,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,-1.4807492565210756,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0817512805203222,1
42,GBS-04771,POSITIV,-1.0369973945473194,0.15689665448500936,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,0.7851504817725311,-0.35259321250804426,2.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,-0.3111846724384411,1
546,GBS-34187,POSITIV,-1.0369973945473194,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,2.4746872334790853,1
304,GBS-22395,NEGATIV,0.9643225771425686,-0.39508417926163414,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,0.7851504817725311,1.5791827475854763,3.0,4.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,-1.7041206253972043,1
355,GBS-24930,NEGATIV,-1.0369973945473194,-1.016062617226608,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,-1.7041206253972043,1
133,GBS-13016,NEGATIV,-1.0369973945473194,-0.4640817834799646,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-1.3184811925548046,2.0,2.0,2.0,3.0,1,-1.4807492565210756,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.4746872334790853,1
189,GBS-15994,NEGATIV,0.9643225771425686,0.43288707135833115,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-0.15779101750491065,1.5791827475854763,3.0,1.0,4.0,1.0,0,0.3186954528873749,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,3.8676231864378487,1
428,GBS-28315,POSITIV,0.9643225771425686,1.0538655093233051,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-1.3184811925548046,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,2.4746872334790853,1
554,GBS-34633,,-1.0369973945473194,1.4678511346332876,-3.225203411570322,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,0.44588853915504323,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-1.3184811925548046,4.0,3.0,3.0,2.0,1,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,2.0,-0.3111846724384411,1
568,GBS-35230,POSITIV,0.9643225771425686,-0.7400722003532864,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,3.0,-0.8305182273380257,0.3315755086596113,-1.2876461863035953,-1.1007325167823525,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,-0.3111846724384411,1
433,GBS-28505,POSITIV,-1.0369973945473194,0.9848679051049747,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,3.8676231864378487,1
260,GBS-20511,NEGATIV,-1.0369973945473194,-0.3260865750433037,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,1,0.3186954528873749,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,-0.3111846724384411,1
242,GBS-19335,,-1.0369973945473194,1.3988535304149572,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,1.5791827475854763,2.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,1.0,1.0817512805203222,1
286,GBS-21639,POSITIV,-1.0369973945473194,1.3988535304149572,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,0.44588853915504323,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-0.35259321250804426,3.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,-1.7041206253972043,1
346,GBS-24336,POSITIV,-1.0369973945473194,-0.533079387698295,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,-0.3111846724384411,1
16,GBS+00232,POSITIV,-1.0369973945473194,0.43288707135833115,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,1.7280919810499729,1.5791827475854763,2.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,2.4746872334790853,1
555,GBS-34636,POSITIV,0.9643225771425686,1.4678511346332876,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,2.0,3.0,2.0,2.0,0,0.3186954528873749,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,-1.7041206253972043,1
195,GBS-16462,,0.9643225771425686,-0.7400722003532864,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,1.8859698046059623,-0.4332674500342379,1.7280919810499729,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.4746872334790853,1
