,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz,label
267,GBS-20714,POSITIV,0.9643225771425686,1.81283915572494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,4.0,4.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,-1.7041206253972043,1
47,GBS-05025,,-1.0369973945473194,-0.05009615816998195,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,3.0,1.0,1.0,4.0,0,0.3186954528873749,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,3.8676231864378487,1
375,GBS-26154,NEGATIV,0.9643225771425686,0.9158703008866442,0.3100579629838321,0.17633099834280683,-2.3235955917845783,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,0.7851504817725311,0.613294767538716,4.0,3.0,4.0,2.0,0,0.3186954528873749,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,-0.3111846724384411,1
439,GBS-28666,,0.9643225771425686,1.536848738851618,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,1.0,3.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,2.4746872334790853,1
525,GBS-32719,,0.9643225771425686,0.43288707135833115,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,2.0,2.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,1.0817512805203222,1
488,GBS-30699,NEGATIV,0.9643225771425686,1.0538655093233051,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,1.7280919810499729,0.613294767538716,4.0,4.0,4.0,2.0,0,0.3186954528873749,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,-1.7041206253972043,1
187,GBS-15827,POSITIV,0.9643225771425686,-0.8780674087899473,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,4.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,2.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,-0.3111846724384411,1
314,GBS-22753,NEGATIV,0.9643225771425686,-0.9470650130082776,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,4.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,-0.3111846724384411,1
255,GBS-20218,NEGATIV,0.9643225771425686,-0.8090698045716168,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,-1.7041206253972043,1
473,GBS-29953,,-1.0369973945473194,-0.2570889708249733,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,4.0,2.0,3.0,3.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,-0.3111846724384411,1
173,GBS-14859,NEGATIV,-1.0369973945473194,-1.4300482425365908,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
160,GBS-14001,,-1.0369973945473194,1.3988535304149572,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,4.0,4.0,-0.3111846724384411,1
560,GBS-34866,NEGATIV,-1.0369973945473194,0.5018846755766616,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0817512805203222,1
307,GBS-22533,,0.9643225771425686,1.0538655093233051,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,-0.3111846724384411,1
92,GBS-10009,,-1.0369973945473194,1.7438415515066095,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,-0.3111846724384411,1
458,GBS-29255,NEGATIV,-1.0369973945473194,-0.9470650130082776,0.3100579629838321,0.17633099834280683,-2.3235955917845783,-1.6281876588547775,4.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,2.0,3.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,-1.7041206253972043,1
500,GBS-31324,POSITIV,0.9643225771425686,1.7438415515066095,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-0.35259321250804426,3.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-0.3111846724384411,1
29,GBS-02103,POSITIV,0.9643225771425686,1.8818367599432704,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-0.35259321250804426,3.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,1.0,3.8676231864378487,1
65,GBS-07018,,-1.0369973945473194,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,-0.3111846724384411,1
0,GBS+00027,NEGATIV,-1.0369973945473194,0.08789905026667894,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,1.8859698046059623,1.275490022504477,1.7280919810499729,0.613294767538716,2.0,2.0,3.0,2.0,0,0.3186954528873749,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.4746872334790853,1
120,GBS-12419,,0.9643225771425686,0.9158703008866442,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,1.5791827475854763,2.0,3.0,3.0,3.0,0,-3.280193965929526,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,3.0,1.0817512805203222,1
147,GBS-13345,,0.9643225771425686,1.8818367599432704,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-0.35259321250804426,4.0,1.0,2.0,3.0,1,0.3186954528873749,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,1.0817512805203222,1
531,GBS-32910,,-1.0369973945473194,1.8818367599432704,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,-1.1007325167823525,0.613294767538716,1.0,1.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,3.8676231864378487,1
429,GBS-28322,NEGATIV,0.9643225771425686,-0.8780674087899473,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,0.44588853915504323,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
124,GBS-12776,POSITIV,0.9643225771425686,1.0538655093233051,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,0.7851504817725311,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,-0.3111846724384411,1
328,GBS-23583,,-1.0369973945473194,1.7438415515066095,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,-1.7041206253972043,1
9,GBS+00172,NEGATIV,-1.0369973945473194,-1.2920530340999299,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,4.0,-0.8305182273380257,1.8859698046059623,-1.2876461863035953,0.7851504817725311,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,-1.7041206253972043,1
161,GBS-14092,,0.9643225771425686,-0.18809136660664283,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,1.275490022504477,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,-0.3111846724384411,1
573,GBS-35800,,-1.0369973945473194,0.6398798840133224,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,0.44588853915504323,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,-1.7041206253972043,1
111,GBS-11605,POSITIV,0.9643225771425686,-0.6710745961349559,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,1.5791827475854763,3.0,4.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,-0.3111846724384411,1
535,GBS-33296,,-1.0369973945473194,0.29489186292167024,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,2.6631669525791377,0.4211112862351195,0.7851504817725311,0.613294767538716,3.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,-0.3111846724384411,1
426,GBS-28275,NEGATIV,0.9643225771425686,1.81283915572494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,0.44588853915504323,3.440364100552313,-0.4332674500342379,-1.1007325167823525,-1.3184811925548046,3.0,4.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,3.8676231864378487,1
261,GBS-20583,NEGATIV,0.9643225771425686,-0.8090698045716168,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,3.0,3.0,4.0,2.0,0,0.3186954528873749,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,-0.3111846724384411,1
430,GBS-28372,,-1.0369973945473194,0.08789905026667894,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,4.0,-0.3111846724384411,1
521,GBS-32482,,0.9643225771425686,-0.3260865750433037,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,1.5791827475854763,4.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,4.0,-0.3111846724384411,1
311,GBS-22673,,-1.0369973945473194,-0.11909376238831239,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,2.6710334803274143,1.5791827475854763,2.0,3.0,3.0,3.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,-0.3111846724384411,1
69,GBS-07239,NEGATIV,-1.0369973945473194,0.08789905026667894,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,3.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0817512805203222,1
40,GBS-04665,,-1.0369973945473194,-0.05009615816998195,-3.225203411570322,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,2.0,3.0,2.0,1,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.4746872334790853,1
365,GBS-25489,NEGATIV,0.9643225771425686,1.536848738851618,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,2.0,3.0,3.0,0,0.3186954528873749,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,-0.3111846724384411,1
374,GBS-25928,,-1.0369973945473194,0.9158703008866442,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,1.7280919810499729,1.5791827475854763,4.0,4.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,-0.3111846724384411,1
284,GBS-21581,,0.9643225771425686,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,3.0,3.0,3.0,1.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,-1.7041206253972043,1
249,GBS-19687,,0.9643225771425686,0.15689665448500936,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,0.613294767538716,1.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,3.8676231864378487,1
38,GBS-04558,POSITIV,-1.0369973945473194,0.7088774882316529,-3.225203411570322,-5.671152601630987,1.176664050478243,0.977465930116216,8.0,-0.8305182273380257,1.1087726566327867,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,-0.3111846724384411,1
539,GBS-33811,,0.9643225771425686,1.6058463430699486,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,-0.3111846724384411,1
218,GBS-17816,NEGATIV,-1.0369973945473194,-0.6020769919166254,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,2.4746872334790853,1
464,GBS-29479,,0.9643225771425686,0.6398798840133224,0.3100579629838321,0.17633099834280683,-2.3235955917845783,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-1.1007325167823525,-2.284369172601565,2.0,2.0,4.0,1.0,1,-1.4807492565210756,3.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,-0.3111846724384411,1
90,GBS-09575,POSITIV,-1.0369973945473194,1.0538655093233051,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,5.0,2.0,-0.3111846724384411,1
34,GBS-03833,,-1.0369973945473194,1.191860717759966,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,2.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,-0.3111846724384411,1
67,GBS-07100,,0.9643225771425686,0.29489186292167024,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,0.613294767538716,4.0,3.0,4.0,2.0,0,0.3186954528873749,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,-0.3111846724384411,1
455,GBS-29152,,0.9643225771425686,1.81283915572494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,8.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-1.1007325167823525,-0.35259321250804426,3.0,3.0,2.0,2.0,0,0.3186954528873749,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,-0.3111846724384411,1
574,GBS-35839,POSITIV,0.9643225771425686,-0.39508417926163414,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-1.3184811925548046,1.0,2.0,1.0,4.0,0,0.3186954528873749,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0817512805203222,1
383,GBS-26341,,-1.0369973945473194,-1.2230554298815994,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,-0.3111846724384411,1
396,GBS-27085,NEGATIV,0.9643225771425686,-0.8090698045716168,0.3100579629838321,0.17633099834280683,-2.3235955917845783,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,2.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.8676231864378487,1
132,GBS-12975,NEGATIV,-1.0369973945473194,0.9158703008866442,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0817512805203222,1
292,GBS-21867,NEGATIV,-1.0369973945473194,-0.9470650130082776,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,2.0,1.0,4.0,0,0.3186954528873749,2.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,2.4746872334790853,1
486,GBS-30566,,0.9643225771425686,0.7778750924499833,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,-0.3111846724384411,1
62,GBS-06786,POSITIV,-1.0369973945473194,0.6398798840133224,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,-0.3111846724384411,1
