GESIS-CODE,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
178422301,1,1963,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1700.0,1700.0,3.0,3.0,3.0,4.0,1.0,1.0,3,7,4.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,7,4.0,3.0319488817891376,2.577608142493639
744293801,1,1994,1.0,1.0,2.0,2.0,8.0,1.0,0.7929969104016478,3.0,0.0,3070.027063599459,4.0,2.0,1.0,2.0,0.8647191574724172,0.8884039900249376,2,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,4.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,5,4.0,2.0,2.0
733513301,1,1982,0.0,1.0,2.0,2.0,4.0,2.0,0.7929969104016478,4.0,0.0,2000.0,4.0,2.0,3.0,4.0,0.0,0.0,3,3,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,,4.0,3.0,2.0
806922301,0,1985,1.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,1700.0,3600.0,2.0,4.0,2.0,2.0,1.0,1.0,4,7,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,,4.0,4.0,2.577608142493639
143855301,1,1995,1.0,1.0,2.0,2.0,8.0,1.0,0.7929969104016478,5.0,0.0,4000.0,4.0,2.0,4.0,4.0,1.0,0.0,4,0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5,3.0,3.0,5.0
958427301,1,1954,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1557.2363041700735,3070.027063599459,1.0,3.0,1.0,1.0,1.0,1.0,3,8,4.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,1,2.0,3.0,2.577608142493639
428584801,0,1966,1.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,3600.0,5000.0,2.0,4.0,2.0,1.0,1.0,1.0,5,9,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,,3.666883327916802,3.0319488817891376,2.577608142493639
147724301,0,1966,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,900.0,1500.0,4.0,4.0,1.0,3.0,1.0,1.0,,,4.0,4.0,4.0,1.0,1.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.666883327916802,3.0319488817891376,2.577608142493639
730872501,0,1990,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,3.0,0.0,2300.0,2.0,4.0,1.0,2.0,1.0,1.0,3,3,4.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,,4.0,3.0,2.577608142493639
240548201,0,1943,1.0,1.0,1.0,3.0,5.0,2.0,0.7929969104016478,2.0,1300.0,2000.0,4.0,3.0,3.0,3.0,1.0,1.0,2,7,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,3.0319488817891376,2.577608142493639
411139401,1,1949,1.0,1.0,1.0,3.0,2.0,2.0,0.7929969104016478,2.0,2300.0,4000.0,1.0,3.0,1.0,3.0,1.0,1.0,5,9,4.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,4.0,1.0,4.0,7,4.0,3.0,2.577608142493639
857878701,0,1951,1.0,1.0,0.0,3.0,3.0,2.0,0.7929969104016478,1.0,1300.0,3070.027063599459,2.0,3.0,3.0,2.0,1.0,1.0,1,7,3.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,1,4.0,3.0319488817891376,2.577608142493639
737405401,1,1981,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,2300.0,4000.0,3.0,3.0,3.0,4.0,1.0,1.0,3,8,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,10,4.0,3.0,2.0
723919801,1,1954,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,900.0,5000.0,3.0,4.0,1.0,1.0,1.0,1.0,4,9,4.0,1.0,3.0,2.0,1.0,4.0,2.0,2.3298602287166457,3.0,4.0,2.0,4.0,4.0,4.0,3.0,0,4.0,3.0319488817891376,2.0
989934901,0,1965,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,3600.0,4000.0,3.0,4.0,2.0,2.0,1.0,1.0,,8,3.0,1.0,3.0,1.0,1.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,4.0,3.0319488817891376,2.0
438416401,1,1960,1.0,1.0,0.0,3.0,5.0,3.0,0.0,3.0,2000.0,4000.0,1.0,3.0,1.0,2.0,1.0,1.0,3,9,4.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,4,4.0,3.0,2.577608142493639
780999001,1,1982,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,700.0,2300.0,1.0,3.0,1.0,2.0,1.0,1.0,3,7,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,4,3.0,3.0319488817891376,2.0
932611801,0,1961,0.0,1.0,2.0,3.0,3.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,4.0,3.0,4.0,4.0,1.0,1.0,3,0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,,1.0,3.0319488817891376,4.0
444029801,0,1948,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,1700.0,2000.0,3.0,4.0,2.0,3.0,1.0,1.0,5,9,4.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,,5.0,3.0,3.0
897667801,0,1980,1.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1700.0,3070.027063599459,3.0,4.0,1.0,3.0,1.0,1.0,2,8,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,8,4.0,3.0319488817891376,2.577608142493639
577660201,1,1984,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,3200.0,5000.0,3.0,4.0,1.0,2.0,1.0,1.0,2,9,4.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,6,5.0,3.0,2.577608142493639
785092601,1,1953,1.0,1.0,0.0,1.0,6.0,2.0,0.7929969104016478,2.0,0.0,900.0,3.0,3.0,2.0,3.0,1.0,1.0,1,5,3.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,,4.0,2.0,4.0
853342001,1,1967,1.0,1.0,2.0,2.0,6.0,3.0,0.0,3.0,700.0,2000.0,3.0,3.0,4.0,3.0,1.0,1.0,6,7,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,,3.0,3.0319488817891376,4.0
396070501,1,1952,1.0,1.0,1.0,3.0,5.0,1.0,0.0,3.0,3600.0,6000.0,3.0,3.0,3.0,3.0,1.0,1.0,3,7,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,8,4.0,4.0,3.0
818989401,0,1994,1.0,1.0,2.0,3.0,7.0,3.0,0.0,3.0,900.0,4000.0,3.0,4.0,3.0,3.0,1.0,1.0,3,9,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,,5.0,3.0319488817891376,2.577608142493639
237275501,0,1963,1.0,1.0,2.0,2.0,3.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,3.0,3.0,3.0,4.0,0.0,0.0,,7,3.0,4.0,3.2277904328018225,3.0,1.6628816553116326,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.0,2.0,2.577608142493639
228736701,0,1964,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,1500.0,3070.027063599459,3.0,2.0,3.0,3.0,0.8647191574724172,0.8884039900249376,,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,8,4.0,3.0319488817891376,2.577608142493639
787646501,1,1972,0.0,1.0,1.0,3.0,4.0,3.0,0.0,4.0,1557.2363041700735,3070.027063599459,1.0,3.0,3.0,2.0,1.0,1.0,3,8,4.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,,3.666883327916802,3.0319488817891376,2.577608142493639
988986801,0,1962,1.0,1.0,1.0,3.0,5.0,1.0,0.0,4.0,3200.0,6000.0,3.0,3.0,4.0,3.0,1.0,1.0,1,8,4.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,,3.666883327916802,3.0319488817891376,2.577608142493639
105350301,1,1971,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,900.0,2000.0,1.0,4.0,4.0,2.0,1.0,1.0,2,5,3.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,,4.0,3.0319488817891376,2.577608142493639
598884501,1,1965,1.0,1.0,1.0,2.0,1.0,2.0,0.7929969104016478,4.0,1557.2363041700735,5000.0,2.0,4.0,2.0,2.0,1.0,1.0,4,9,3.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,8,4.0,3.0319488817891376,3.0
123914001,1,1943,1.0,1.0,1.0,3.0,2.0,2.0,0.7929969104016478,2.0,1557.2363041700735,3070.027063599459,1.0,4.0,2.0,2.0,1.0,1.0,3,9,4.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,,5.0,3.0319488817891376,2.577608142493639
203329301,1,1962,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1700.0,2000.0,3.0,4.0,4.0,2.0,0.8647191574724172,0.8884039900249376,2,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,2.577608142493639
989283801,0,1994,1.0,1.0,2.0,2.208994708994709,8.0,1.0,5.0,5.0,0.0,3070.027063599459,3.0,4.0,1.0,2.0,0.0,0.0,,8,3.0,1.0,2.0,1.0,1.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.666883327916802,3.0319488817891376,2.577608142493639
844507701,0,1988,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1500.0,1700.0,2.0,4.0,1.0,3.0,1.0,1.0,4,9,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5,3.0,3.0,3.0
830764601,1,1971,0.0,0.0,1.0,1.0,3.0,2.0,0.7929969104016478,5.0,0.0,1500.0,3.0,4.0,3.0,2.7265683579105224,0.5,1.0,2,10,3.0,1.0,4.0,2.0,1.0,2.9654471544715446,4.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,,3.666883327916802,3.0319488817891376,2.577608142493639
211984401,1,1991,1.0,1.0,2.0,3.0,8.0,1.0,0.0,1.0,0.0,3070.027063599459,4.0,4.0,1.0,3.0,1.0,1.0,4,7,4.0,1.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,5.0,2.0,4.0,4.0,5.0,5,5.0,3.0,2.577608142493639
592769801,1,1951,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3200.0,6000.0,2.0,3.0,2.0,3.0,1.0,1.0,2,7,3.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,4.0,5.0,2.0,4.0,9,4.0,3.0,2.577608142493639
212871001,0,1943,1.0,1.0,1.0,3.0,2.0,2.0,0.7929969104016478,2.0,1557.2363041700735,3070.027063599459,2.0,4.0,1.0,2.0,1.0,1.0,3,9,4.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,2,4.0,4.0,2.577608142493639
343547401,1,1974,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,1557.2363041700735,3070.027063599459,4.0,4.0,4.0,2.0,1.0,1.0,2,3,4.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,5.0,6,4.0,3.0319488817891376,2.0
626162101,1,1965,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1100.0,3200.0,4.0,4.0,3.0,2.0,1.0,1.0,4,8,3.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,4.0,5.0,1.0,4.0,9,3.0,4.0,2.577608142493639
857065601,1,1989,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1700.0,3070.027063599459,3.0,4.0,1.0,2.0,0.0,1.0,3,9,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,6,3.666883327916802,3.0319488817891376,2.577608142493639
892313101,0,1986,1.0,1.0,2.0,2.0,1.0,2.0,0.7929969104016478,5.0,0.0,3600.0,3.0,3.0,3.0,3.0,0.8647191574724172,0.8884039900249376,1,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0319488817891376,1.0
416130201,0,1954,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3200.0,4000.0,3.0,3.0,3.0,2.0,1.0,1.0,2,6,3.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,9,4.0,3.0,2.0
259314501,0,1961,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1700.0,2000.0,2.0,4.0,1.0,2.0,1.0,1.0,2,,4.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,1,3.666883327916802,3.0319488817891376,2.577608142493639
739686401,0,1973,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,3600.0,3200.0,3.0,3.0,2.0,3.0,0.8647191574724172,0.5,1,4,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,6,3.0,3.0319488817891376,2.577608142493639
483855101,0,1978,1.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,5000.0,5000.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,2,8,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,2.0,2.0
821641401,0,1952,1.0,1.0,1.0,3.0,2.0,3.0,0.7929969104016478,2.0,3600.0,5000.0,2.0,4.0,2.0,2.0,1.0,1.0,3,8,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2,4.0,3.0,2.0
447001601,0,1955,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,2300.0,3070.027063599459,3.0,3.0,3.0,3.0,1.0,1.0,2,7,3.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,6,3.0,2.0,2.577608142493639
583566601,0,1980,1.0,1.0,2.0,3.0,5.0,1.0,0.0,2.0,3600.0,4000.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,1,8,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,,4.0,2.0,2.0
639888401,1,1943,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,700.0,1500.0,3.0,4.0,2.0,3.0,1.0,1.0,3,5,3.0,4.0,4.0,4.0,2.0,2.9654471544715446,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,,3.666883327916802,3.0319488817891376,2.577608142493639
338924701,0,1946,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,700.0,1100.0,3.0,3.0,3.0,3.0,1.0,1.0,3,8,3.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,3.0,2.577608142493639
907273301,1,1958,1.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,3200.0,5000.0,4.0,4.0,1.0,2.7265683579105224,0.8647191574724172,0.8884039900249376,4,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,2.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,,4.0,5.0,2.577608142493639
533492801,0,1988,1.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,700.0,3070.027063599459,2.0,4.0,3.0,3.0,1.0,1.0,2,7,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,,5.0,3.0319488817891376,2.0
601117401,1,1959,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,1557.2363041700735,1100.0,4.0,3.0,4.0,4.0,1.0,1.0,1,8,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,,1.0,3.0319488817891376,1.0
599673101,1,1983,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,1557.2363041700735,3070.027063599459,3.0,3.0,3.0,3.0,1.0,1.0,2,6,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,6,4.0,3.0,2.0
694102901,1,1951,1.0,1.0,1.0,1.0,3.0,2.0,0.7929969104016478,2.0,700.0,1700.0,3.0,4.0,2.0,3.0,1.0,1.0,2,9,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,8,4.0,3.0319488817891376,4.0
180399001,1,1971,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,700.0,3200.0,3.0,3.0,3.0,4.0,1.0,1.0,3,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,4.0,,4.0,3.0,2.577608142493639
522344001,1,1958,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,900.0,4000.0,2.0,3.0,3.0,3.0,1.0,1.0,2,7,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2,4.0,2.0,2.577608142493639
594217401,1,1949,1.0,1.0,1.0,3.0,2.0,2.0,0.7929969104016478,2.0,1500.0,5000.0,3.0,4.0,1.0,1.0,1.0,1.0,5,9,4.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,0,4.0,3.0319488817891376,1.0
992650001,0,1970,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,2300.0,4000.0,3.0,4.0,3.0,3.0,1.0,1.0,3,9,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,6,4.0,3.0,2.0
934955701,1,1945,0.0,1.0,1.0,2.0,1.0,2.0,0.7929969104016478,2.0,1557.2363041700735,3070.027063599459,3.0,4.0,3.0,3.0,1.0,1.0,3,9,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,,4.0,3.0319488817891376,2.577608142493639
348186201,1,1963,1.0,1.0,1.0,3.0,1.0,3.0,0.7929969104016478,3.0,0.0,6000.0,3.0,4.0,2.0,2.0,1.0,1.0,3,5,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,,3.0,3.0319488817891376,2.577608142493639
472121801,1,1951,1.0,1.0,1.0,3.0,2.0,2.0,0.7929969104016478,3.0,900.0,3070.027063599459,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,,8,3.0,3.0,3.0,4.0,2.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,4.0,3.0319488817891376,2.577608142493639
595120901,0,1956,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,2000.0,3600.0,2.0,4.0,1.0,1.0,1.0,1.0,5,10,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0,3.666883327916802,4.0,2.577608142493639
321120401,1,1956,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,900.0,2000.0,3.0,3.0,2.0,3.0,1.0,1.0,2,2,3.0,2.007832238504295,3.2277904328018225,2.0,1.6628816553116326,3.0,3.0,1.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,8,4.0,4.0,2.577608142493639
587118001,1,1965,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,2300.0,2.0,3.0,2.0,3.0,0.0,0.0,3,8,2.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,7,2.0,3.0,2.577608142493639
770782601,0,1952,1.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,5000.0,6000.0,3.0,4.0,3.0,2.0,1.0,1.0,5,7,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,,3.666883327916802,3.0319488817891376,2.577608142493639
185935601,0,1971,1.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,1557.2363041700735,3070.027063599459,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,3,7,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,8,3.666883327916802,2.0,2.577608142493639
131366301,1,1956,1.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,2000.0,3070.027063599459,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,2,7,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,,3.666883327916802,3.0319488817891376,2.577608142493639
658491601,0,1960,1.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,2000.0,3070.027063599459,3.0,4.0,3.0,3.0,1.0,1.0,4,8,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,6,4.0,4.0,2.577608142493639
506608101,1,1993,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,4.0,1557.2363041700735,4000.0,2.0,4.0,1.0,1.0,1.0,1.0,4,6,3.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5,2.0,2.0,2.577608142493639
851519301,0,1991,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,4.0,1.0,4.0,4.0,1.0,1.0,3,0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,,3.666883327916802,3.0319488817891376,2.577608142493639
130763601,0,1948,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,900.0,1300.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,3,7,3.0,1.0,2.0,2.0,1.0,3.0,3.181887560417197,1.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,,3.0,3.0319488817891376,2.577608142493639
979290201,1,1985,1.0,1.0,2.0,3.0,5.0,2.0,0.7929969104016478,3.0,1557.2363041700735,3070.027063599459,2.0,3.0,2.0,4.0,1.0,1.0,4,6,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,7,4.0,3.0319488817891376,3.0
269018501,0,1961,1.0,1.0,1.0,2.0,4.0,1.0,0.0,4.0,3200.0,5000.0,2.0,4.0,2.0,2.0,1.0,1.0,,2,3.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.1497965412004065,4.0,4.0,6,4.0,3.0319488817891376,2.577608142493639
844742801,0,1961,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2300.0,2300.0,2.0,3.0,2.0,3.0,1.0,1.0,4,8,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,8,4.0,4.0,3.0
693703201,0,1971,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,3200.0,4000.0,3.0,2.0,4.0,4.0,1.0,1.0,1,7,2.0,2.007832238504295,4.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,9,2.0,4.0,2.577608142493639
236449301,0,1955,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3200.0,3070.027063599459,3.0,2.0,4.0,3.0,0.8647191574724172,0.8884039900249376,2,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,,3.0,3.0319488817891376,2.0
854472501,0,1983,1.0,1.0,2.0,3.0,2.0,2.0,0.7929969104016478,4.0,700.0,3600.0,1.0,4.0,1.0,1.0,1.0,1.0,2,8,4.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4,4.0,3.0319488817891376,2.577608142493639
