GESIS-CODE,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
678895701,0,1977,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1700.0,2000.0,4.0,3.0,3.0,4.0,0.0,0.0,2,6,4.0,2.007832238504295,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,1.0,5.0,3.0,4.0,4,3.666883327916802,3.0319488817891376,2.577608142493639
715992501,1,1947,1.0,1.0,1.0,2.0,1.0,2.0,0.7929969104016478,2.0,0.0,3600.0,2.0,4.0,1.0,1.0,1.0,1.0,2,8,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,2,5.0,3.0,2.577608142493639
386443601,0,1956,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,3200.0,3070.027063599459,3.0,4.0,1.0,2.0,1.0,1.0,1,8,4.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,9,5.0,3.0319488817891376,1.0
182580501,1,1957,0.0,1.0,1.0,1.0,2.924228028503563,2.0,0.7929969104016478,2.0,1557.2363041700735,1700.0,4.0,4.0,4.0,3.0,1.0,1.0,2,10,2.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,4.1497965412004065,5.0,4.0,4,3.666883327916802,3.0319488817891376,2.577608142493639
606111601,0,1958,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,2000.0,3200.0,1.0,3.0,2.0,2.7265683579105224,1.0,1.0,3,3,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,8,3.0,2.0,2.577608142493639
292610301,0,1957,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,4000.0,4000.0,1.0,2.0,1.0,3.0,1.0,1.0,1,8,4.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,8,3.666883327916802,3.0319488817891376,2.577608142493639
987704601,0,1965,1.0,1.0,1.0,1.0,4.0,1.0,0.0,3.0,1700.0,3200.0,4.0,3.0,2.0,4.0,1.0,1.0,3,7,3.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,9,4.0,4.0,3.0
306877901,1,1995,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,4.0,1557.2363041700735,3200.0,4.0,3.0,4.0,2.0,1.0,1.0,,7,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.666883327916802,1.0,2.577608142493639
495958701,1,1960,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1557.2363041700735,3070.027063599459,3.0,4.0,2.0,3.0,1.0,1.0,1,8,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,6,4.0,3.0,3.0
331648401,1,1968,1.0,1.0,2.0,2.0,6.0,1.0,0.0,2.0,1300.0,1100.0,4.0,2.0,4.0,4.0,1.0,1.0,3,1,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,10,3.0,1.0,2.577608142493639
702135701,0,1965,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,1557.2363041700735,3070.027063599459,3.0,4.0,2.0,1.0,1.0,1.0,,10,3.0,3.0,3.0,3.0,2.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.666883327916802,2.0,2.577608142493639
121284201,1,1986,1.0,1.0,2.0,3.0,4.0,3.0,0.0,3.0,1100.0,2300.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,3,8,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,5.0,2.0,3.0,,3.0,3.0,2.577608142493639
441964701,0,1969,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,3600.0,4000.0,1.0,2.0,2.0,2.0,1.0,1.0,1,7,4.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,8,3.0,4.0,2.0
680637201,1,1971,1.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0,700.0,3070.027063599459,3.0,2.0,2.0,3.0,1.0,1.0,6,8,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,8,3.0,3.0319488817891376,2.0
615231401,1,1989,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1557.2363041700735,3070.027063599459,3.0,4.0,1.0,2.0,1.0,1.0,2,8,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,4.0,3.0319488817891376,2.577608142493639
546085001,0,1943,1.0,1.0,1.0,3.0,5.0,2.0,0.7929969104016478,2.0,1700.0,2300.0,2.0,4.0,2.0,3.0,1.0,1.0,4,7,4.0,2.0,3.0,2.0,1.0,4.0,4.0,2.3298602287166457,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4,4.0,3.0,2.577608142493639
142470101,0,1964,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2000.0,4000.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,,9,4.0,1.0,4.0,1.0,1.0,2.9654471544715446,3.181887560417197,2.3298602287166457,2.989852866565195,2.88248730964467,3.421092757306226,2.9433578867157735,4.1497965412004065,2.7377257695242943,3.667342799188641,,3.0,3.0319488817891376,2.0
865948601,1,1973,1.0,1.0,1.0,3.0,3.0,1.0,0.0,4.0,900.0,4000.0,2.731719490890941,4.0,1.0,2.0,1.0,1.0,1,9,4.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,5.0,2.0,4.0,2.0,5.0,7,4.0,3.0,3.0
595410101,1,1991,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,3.0,0.0,3070.027063599459,2.0,4.0,2.0,3.0,1.0,1.0,4,9,4.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4,4.0,3.0,2.0
532446701,0,1963,1.0,1.0,1.0,1.0,1.0,3.0,0.7929969104016478,2.0,1300.0,3200.0,2.0,3.0,2.0,3.0,1.0,1.0,2,5,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5,2.0,3.0,2.577608142493639
348333801,1,1990,1.0,1.0,2.0,3.0,7.0,1.0,0.7929969104016478,1.0,700.0,3070.027063599459,4.0,4.0,3.0,3.0,1.0,1.0,2,6,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,8,3.666883327916802,3.0319488817891376,2.577608142493639
570804201,0,1962,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,4000.0,5000.0,4.0,3.0,2.0,3.0,1.0,1.0,3,8,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,7,4.0,2.0,2.0
546374201,1,1964,1.0,1.0,1.0,2.0,4.0,3.0,0.0,3.0,0.0,3600.0,4.0,4.0,3.0,3.0,1.0,1.0,3,5,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.989852866565195,3.0,3.0,2.0,2.0,4.0,4.0,,3.0,2.0,2.577608142493639
958215601,0,1995,1.0,1.0,2.0,1.0,6.0,1.0,0.0,5.0,1557.2363041700735,3070.027063599459,2.0,2.0,2.0,4.0,1.0,1.0,4,6,3.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,,3.0,3.0319488817891376,2.0
400891501,1,1963,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1557.2363041700735,3070.027063599459,3.0,4.0,1.0,2.0,1.0,1.0,3,9,4.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,,3.0,2.0,2.577608142493639
947971901,0,1949,1.0,1.0,1.0,2.0,6.0,2.0,0.7929969104016478,2.0,1700.0,3200.0,2.0,4.0,1.0,2.0,1.0,1.0,4,9,4.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,2,3.666883327916802,3.0319488817891376,2.577608142493639
100145301,0,1965,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2000.0,4000.0,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,1,7,4.0,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,2.0,3.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,7,3.666883327916802,3.0319488817891376,2.577608142493639
462345501,1,1992,1.0,1.0,2.0,3.0,7.0,2.0,0.7929969104016478,3.0,700.0,3070.027063599459,4.0,3.0,3.0,3.0,1.0,1.0,2,6,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,,4.0,3.0319488817891376,2.0
967035001,1,1957,1.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,900.0,3070.027063599459,4.0,3.0,4.0,4.0,1.0,1.0,1,7,2.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,9,3.666883327916802,3.0319488817891376,2.577608142493639
435541201,0,1959,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,2300.0,4000.0,3.0,4.0,3.0,3.0,1.0,1.0,3,8,3.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,,4.0,3.0319488817891376,2.577608142493639
821436001,1,1949,1.0,1.0,2.0,2.0,3.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,2.0,4.0,3.0,2.0,1.0,0.0,1,7,3.0,2.0,3.0,1.9449936628643854,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,1,2.0,2.0,3.0
548176301,1,1968,1.0,1.0,2.0,2.0,6.0,1.0,0.0,2.0,1500.0,3070.027063599459,3.0,4.0,3.0,2.0,1.0,1.0,5,,4.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,7,3.666883327916802,3.0319488817891376,2.577608142493639
302910201,1,1995,1.0,1.0,2.0,3.0,7.0,3.0,5.0,4.0,0.0,3070.027063599459,4.0,4.0,2.0,3.0,1.0,1.0,4,9,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,10,3.666883327916802,3.0319488817891376,2.577608142493639
967171101,0,1952,1.0,1.0,2.0,2.0,1.0,2.0,0.7929969104016478,2.0,900.0,1100.0,2.0,4.0,2.0,2.0,1.0,1.0,3,4,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,1,3.0,3.0319488817891376,2.577608142493639
169569701,0,1982,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1500.0,1700.0,3.0,3.0,3.0,3.0,0.8647191574724172,0.8884039900249376,3,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,2.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,,3.666883327916802,3.0319488817891376,2.577608142493639
956044301,1,1965,0.8963486454652533,1.0,1.0,2.0,4.0,1.0,0.0,5.0,1300.0,2000.0,1.0,4.0,1.0,1.0,1.0,1.0,3,5,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5,3.666883327916802,3.0319488817891376,2.577608142493639
911233601,0,1943,1.0,1.0,2.0,2.0,1.0,2.0,0.7929969104016478,1.0,1700.0,3070.027063599459,3.0,4.0,2.0,3.0,1.0,1.0,6,9,4.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,0,4.0,3.0,2.577608142493639
921607901,1,1966,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,700.0,1100.0,3.0,4.0,1.0,3.0,0.0,1.0,3,8,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,6,3.666883327916802,3.0319488817891376,2.577608142493639
808036201,1,1949,1.0,1.0,1.0,1.0,6.0,2.0,0.7929969104016478,2.0,1557.2363041700735,1700.0,2.0,4.0,1.0,2.0,1.0,1.0,2,8,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,1,4.0,2.0,2.0
618432101,0,1980,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,1100.0,3070.027063599459,2.0,4.0,1.0,3.0,1.0,1.0,,5,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0319488817891376,3.0
584389001,0,1945,0.0,1.0,0.0,3.0,2.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,3.0,3.0,3.0,3.0,1.0,1.0,2,5,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,2,4.0,1.0,4.0
142678701,1,1976,0.0,0.0,2.0,2.0,6.0,3.0,0.0,4.0,0.0,2000.0,2.0,2.0,2.0,2.0,0.8647191574724172,0.8884039900249376,2,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,,3.0,3.0319488817891376,2.0
885193801,1,1947,1.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1100.0,1100.0,4.0,4.0,2.0,2.0,1.0,1.0,1,10,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,5,3.0,3.0,2.577608142493639
967040701,0,1982,0.0,1.0,1.0,3.0,4.0,1.0,0.0,4.0,2000.0,3600.0,2.0,4.0,3.0,2.0,1.0,1.0,3,7,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,8,2.0,3.0319488817891376,2.0
572609601,0,1968,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3070.027063599459,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,1.0,4,3,3.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,8,3.666883327916802,3.0319488817891376,2.577608142493639
341194301,0,1978,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1100.0,3070.027063599459,2.0,4.0,2.0,2.0,1.0,1.0,6,5,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,5,4.0,3.0319488817891376,2.0
991267101,1,1984,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,4.0,1557.2363041700735,1700.0,4.0,3.0,3.0,3.0,0.8647191574724172,0.8884039900249376,6,,3.2606182457903996,2.007832238504295,3.2277904328018225,1.9449936628643854,1.6628816553116326,4.0,3.181887560417197,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,6,3.0,3.0319488817891376,3.0
191561501,0,1956,1.0,1.0,1.0,3.0,5.0,1.0,0.0,2.0,3200.0,5000.0,3.0,3.0,3.0,3.0,1.0,1.0,3,7,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,6,4.0,3.0319488817891376,2.577608142493639
149316201,0,1983,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,2300.0,6000.0,3.0,3.0,3.0,3.0,1.0,1.0,2,6,3.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3,3.666883327916802,3.0319488817891376,2.577608142493639
507206501,1,1976,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,4.0,0.0,2300.0,2.0,4.0,2.0,2.7265683579105224,1.0,1.0,3,8,4.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,8,4.0,3.0319488817891376,2.577608142493639
243919301,0,1966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2000.0,3200.0,2.0,4.0,2.0,2.0,1.0,1.0,4,8,4.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4,4.0,3.0319488817891376,2.0
402273301,1,1992,1.0,1.0,2.0,3.0,7.0,3.0,0.0,1.0,0.0,3070.027063599459,4.0,4.0,3.0,3.0,1.0,1.0,4,8,4.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,8,4.0,2.0,2.577608142493639
948327501,1,1945,1.0,1.0,2.0,3.0,9.0,2.0,0.7929969104016478,1.0,700.0,3070.027063599459,1.0,4.0,1.0,1.0,0.0,0.0,1,5,3.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,0,4.0,1.0,2.577608142493639
453705001,0,1945,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,1100.0,1500.0,1.0,4.0,1.0,1.0,1.0,1.0,2,7,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3,2.0,3.0,2.577608142493639
501563401,0,1943,1.0,1.0,1.0,3.0,5.0,2.0,0.7929969104016478,2.0,2000.0,3600.0,2.0,4.0,3.0,3.0,1.0,1.0,5,8,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,6,4.0,3.0319488817891376,3.0
589923901,0,1958,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3600.0,3070.027063599459,4.0,4.0,3.0,3.0,0.0,0.5,6,5,3.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2,5.0,2.0,4.0
865678401,0,1967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2300.0,3600.0,3.0,4.0,2.0,3.0,1.0,1.0,4,6,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,7,3.666883327916802,3.0319488817891376,2.577608142493639
725563801,1,1953,1.0,1.0,1.0,2.0,6.0,3.0,0.0,2.0,1300.0,5000.0,2.0,3.0,1.0,3.0,1.0,1.0,4,5,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,5.0,2.0,5.0,5,5.0,3.0,2.577608142493639
679730501,0,1995,1.0,1.0,2.0,2.208994708994709,2.924228028503563,2.0,0.7929969104016478,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,1.0,5,7,3.0,2.0,4.0,2.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,3.0,2.577608142493639
980387001,1,1944,1.0,1.0,1.0,1.0,1.0,2.0,0.7929969104016478,2.0,0.0,1500.0,4.0,4.0,3.0,4.0,1.0,1.0,3,9,3.0,4.0,3.0,3.0,2.0,4.0,3.181887560417197,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,4,4.0,3.0,2.577608142493639
249736701,1,1969,1.0,1.0,1.0,3.0,2.0,3.0,0.0,5.0,700.0,6000.0,3.0,4.0,1.0,2.0,1.0,1.0,4,9,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,4.1497965412004065,2.0,4.0,7,4.0,3.0,3.0
547892901,0,1965,1.0,1.0,1.0,2.0,6.0,1.0,3.0,4.0,2300.0,6000.0,3.0,3.0,3.0,3.0,1.0,1.0,4,7,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,8,4.0,4.0,2.0
637469301,1,1971,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2000.0,4000.0,1.0,4.0,1.0,1.0,1.0,1.0,1,7,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2,3.666883327916802,3.0319488817891376,2.577608142493639
934503601,1,1961,1.0,1.0,1.0,1.0,6.0,3.0,0.0,2.0,1300.0,3200.0,3.0,4.0,1.0,3.0,1.0,1.0,3,10,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,1,3.666883327916802,3.0319488817891376,2.577608142493639
419939301,1,1954,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1700.0,3070.027063599459,3.0,4.0,3.0,1.0,1.0,1.0,3,9,3.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,6,5.0,3.0,4.0
524573101,0,1992,1.0,1.0,2.0,3.0,7.0,3.0,0.0,3.0,0.0,3200.0,1.0,2.0,1.0,3.0,1.0,1.0,3,6,4.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,4.0,3.0319488817891376,3.0
677482501,0,1969,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1557.2363041700735,3070.027063599459,2.731719490890941,3.452,2.3037943085371944,2.7265683579105224,1.0,0.0,3,7,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,,3.666883327916802,3.0319488817891376,2.577608142493639
484864201,1,1980,0.0,0.0,1.0,3.0,2.0,2.0,0.7929969104016478,4.0,0.0,1500.0,4.0,4.0,3.0,3.0,0.0,0.5,6,10,3.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,5,5.0,4.0,2.577608142493639
