GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
GBS-07239,NEGATIV,0.0,1969,1,1.0,2.0,3.0,3.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0
GBS-07345,,0.0,1981,1,1.0,2.0,2.0,1.0,1.0,0.0,1,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0
GBS-07790,,0.0,1965,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0
GBS-07922,,1.0,1978,1,1.0,2.0,2.0,4.0,1.0,0.0,1,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0
GBS-07934,POSITIV,0.0,1980,1,1.0,2.0,3.0,2.0,1.0,0.0,2,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0
GBS-08013,POSITIV,0.0,1991,1,1.0,2.0,3.0,8.0,2.0,0.0,2,0.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0
GBS-08179,,1.0,1989,1,1.0,2.0,2.0,1.0,1.0,0.0,3,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0
GBS-08239,POSITIV,1.0,1984,1,1.0,2.0,2.0,1.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0
GBS-08252,,1.0,1996,1,1.0,2.0,3.0,8.0,1.0,0.0,1,0.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0
GBS-08458,POSITIV,1.0,1976,1,1.0,0.0,2.0,1.0,1.0,0.0,3,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0
GBS-08636,POSITIV,1.0,1971,1,1.0,1.0,1.0,1.0,1.0,0.0,1,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,3.0,1.0
GBS-08794,POSITIV,0.0,1992,1,1.0,2.0,3.0,8.0,2.0,0.0,1,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0
GBS-08868,,0.0,1980,1,1.0,1.0,3.0,1.0,1.0,0.0,4,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0
GBS-08937,,0.0,1985,1,1.0,1.0,3.0,2.0,1.0,3.0,1,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
GBS-09239,NEGATIV,1.0,1985,0,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,3.0,4.0,2.0,3.0,2.0,0.0,0.5,3.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,2.0
GBS-09326,,0.0,1982,1,1.0,1.0,3.0,2.0,1.0,3.0,2,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0
GBS-09377,,0.0,1982,1,1.0,2.0,3.0,4.0,1.0,1.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0
GBS-09480,POSITIV,0.0,1971,1,1.0,1.0,3.0,2.0,1.0,0.0,5,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
GBS-09482,NEGATIV,0.0,1967,0,1.0,1.0,2.0,4.0,1.0,2.0,3,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0
GBS-09510,NEGATIV,0.0,1997,1,1.0,2.0,3.0,8.0,2.0,0.0,1,0.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0
GBS-09543,POSITIV,1.0,1982,1,1.0,2.0,3.0,2.0,1.0,3.0,1,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0
GBS-09575,POSITIV,0.0,1983,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0
GBS-09714,,0.0,1982,1,1.0,2.0,3.0,2.0,1.0,0.0,2,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0
GBS-10009,,0.0,1993,1,1.0,2.0,3.0,5.0,1.0,0.0,2,0.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0
GBS-10114,,0.0,1985,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0
GBS-10357,POSITIV,1.0,1963,1,1.0,0.0,2.0,9.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0
GBS-10465,,1.0,1961,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0
GBS-10566,,0.0,1962,1,1.0,2.0,2.0,1.0,2.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
GBS-10611,POSITIV,1.0,1996,1,0.0,2.0,3.0,8.0,2.0,0.0,1,0.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0
GBS-10726,NEGATIV,0.0,1947,1,1.0,1.0,3.0,4.0,1.0,8.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0
GBS-10728,,0.0,1960,1,1.0,1.0,3.0,2.0,1.0,0.0,3,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0
GBS-11048,POSITIV,0.0,1975,1,1.0,1.0,3.0,1.0,1.0,0.0,5,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0
GBS-11050,,0.0,1986,1,1.0,2.0,3.0,5.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,1.0
GBS-11134,,0.0,1968,0,0.0,1.0,3.0,6.0,2.0,0.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0
GBS-11163,,1.0,1963,1,1.0,1.0,2.0,4.0,1.0,2.0,4,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0
GBS-11170,NEGATIV,0.0,1951,1,1.0,1.0,2.0,1.0,1.0,0.0,2,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0
GBS-11186,,1.0,1950,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0
GBS-11236,,0.0,1967,1,1.0,1.0,2.0,5.0,1.0,3.0,3,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0
GBS-11239,,1.0,1957,1,1.0,2.0,2.0,6.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0
GBS-11245,NEGATIV,0.0,1992,1,1.0,2.0,3.0,5.0,1.0,3.0,3,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0
GBS-11471,,0.0,1978,1,1.0,2.0,3.0,8.0,2.0,1.0,1,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0
GBS-11517,NEGATIV,0.0,1949,0,1.0,1.0,3.0,5.0,1.0,0.0,1,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0
GBS-11605,POSITIV,1.0,1958,1,1.0,1.0,2.0,6.0,1.0,0.0,1,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0
GBS-11674,,0.0,1997,1,1.0,2.0,3.0,8.0,2.0,5.0,3,0.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0
GBS-11744,,0.0,1980,1,1.0,2.0,3.0,2.0,1.0,0.0,3,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,3.0,3.0
GBS-11844,,0.0,1971,1,1.0,1.0,2.0,1.0,1.0,2.0,4,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0
GBS-11954,POSITIV,1.0,1986,1,1.0,1.0,3.0,2.0,2.0,0.0,3,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0
GBS-12008,NEGATIV,0.0,1990,1,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0
GBS-12183,NEGATIV,0.0,1953,1,1.0,1.0,3.0,5.0,1.0,0.0,2,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0
GBS-12188,,1.0,1978,0,1.0,1.0,2.0,5.0,3.0,0.0,4,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0
GBS-12415,,0.0,1942,1,1.0,1.0,2.0,6.0,1.0,2.0,2,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,5.0,2.0,1.0
GBS-12419,,1.0,1981,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,4.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0
GBS-12446,POSITIV,1.0,1982,1,0.0,1.0,2.0,2.0,1.0,0.0,4,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0
GBS-12449,,0.0,1962,1,1.0,1.0,2.0,4.0,1.0,0.0,3,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
GBS-12522,NEGATIV,0.0,1983,1,1.0,1.0,1.0,3.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0
GBS-12776,POSITIV,1.0,1983,1,1.0,2.0,3.0,2.0,1.0,2.0,1,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0
GBS-12802,NEGATIV,0.0,1985,1,1.0,1.0,3.0,2.0,1.0,0.0,1,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0
GBS-12814,NEGATIV,0.0,1963,1,1.0,1.0,3.0,2.0,1.0,0.0,1,3.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0
GBS-12844,,1.0,1982,1,1.0,2.0,1.0,6.0,1.0,0.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0
GBS-12902,,1.0,1960,0,1.0,1.0,3.0,4.0,1.0,0.0,3,1.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0
GBS-12909,NEGATIV,1.0,1961,1,1.0,1.0,3.0,5.0,1.0,0.0,1,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0
GBS-12909,NEGATIV,1.0,1961,1,1.0,1.0,3.0,2.0,1.0,0.0,1,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0
GBS-12958,NEGATIV,1.0,1984,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0
GBS-12975,NEGATIV,0.0,1981,1,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0
GBS-13016,NEGATIV,0.0,1961,1,1.0,1.0,2.0,1.0,1.0,0.0,2,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.5,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0
GBS-13031,NEGATIV,0.0,1965,0,1.0,1.0,3.0,1.0,1.0,1.0,3,2.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0
GBS-13047,,1.0,1982,1,1.0,2.0,3.0,8.0,2.0,0.0,1,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0
GBS-13062,,0.0,1993,1,1.0,2.0,3.0,8.0,3.0,5.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0
GBS-13073,POSITIV,1.0,1960,1,1.0,1.0,3.0,4.0,1.0,0.0,2,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0
GBS-13099,NEGATIV,1.0,1979,1,1.0,1.0,3.0,2.0,1.0,4.0,1,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0
GBS-13111,,0.0,1964,1,1.0,1.0,1.0,4.0,1.0,0.0,4,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0
GBS-13131,NEGATIV,0.0,1959,0,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0
GBS-13186,NEGATIV,1.0,1981,1,1.0,1.0,3.0,5.0,1.0,3.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0
GBS-13240,,0.0,1968,1,1.0,2.0,3.0,4.0,1.0,0.0,1,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0
GBS-13246,NEGATIV,1.0,1967,1,1.0,2.0,2.0,5.0,1.0,0.0,1,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0
GBS-13275,NEGATIV,0.0,1986,1,1.0,2.0,3.0,2.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0
GBS-13305,,1.0,1982,1,1.0,2.0,2.0,6.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0
GBS-13315,POSITIV,1.0,1949,1,1.0,1.0,3.0,2.0,1.0,4.0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0
GBS-13345,,1.0,1995,1,1.0,2.0,2.0,1.0,1.0,0.0,2,0.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0
GBS-13373,NEGATIV,1.0,1996,1,1.0,2.0,3.0,8.0,1.0,0.0,1,0.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0
GBS-13381,POSITIV,0.0,1976,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0
GBS-13454,,1.0,1949,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
GBS-13474,,0.0,1982,1,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0
GBS-13496,POSITIV,0.0,1965,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0
