GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
GBS-18972,,0.0,1977,1,1.0,2.0,3.0,1.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0
GBS-18976,,1.0,1967,1,1.0,1.0,2.0,9.0,1.0,0.0,2,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0
GBS-18980,NEGATIV,1.0,1946,1,1.0,2.0,2.0,4.0,1.0,0.0,1,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0
GBS-19195,POSITIV,0.0,1970,1,1.0,1.0,3.0,4.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,1.0
GBS-19325,,1.0,1973,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,2.0
GBS-19335,,0.0,1988,1,1.0,2.0,3.0,2.0,1.0,0.0,2,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,1.0,3.0
GBS-19400,POSITIV,1.0,1949,1,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0
GBS-19512,,1.0,1972,1,1.0,0.0,2.0,1.0,1.0,0.0,3,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0
GBS-19515,,0.0,1953,1,1.0,0.0,3.0,2.0,1.0,0.0,2,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0
GBS-19598,NEGATIV,0.0,1965,1,1.0,1.0,3.0,2.0,1.0,3.0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
GBS-19636,NEGATIV,0.0,1959,1,1.0,2.0,3.0,5.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0
GBS-19680,,0.0,1956,1,1.0,1.0,2.0,1.0,1.0,3.0,2,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0
GBS-19687,,1.0,1970,1,1.0,2.0,1.0,6.0,1.0,0.0,1,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0
GBS-19797,POSITIV,1.0,1975,1,1.0,1.0,3.0,2.0,1.0,0.0,3,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0
GBS-19800,NEGATIV,0.0,1963,1,1.0,1.0,3.0,2.0,1.0,0.0,1,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0
GBS-20053,,0.0,1946,1,1.0,1.0,3.0,2.0,2.0,0.0,2,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0
GBS-20127,,1.0,1974,1,1.0,1.0,3.0,2.0,1.0,0.0,4,1.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0
GBS-20208,POSITIV,0.0,1954,1,1.0,1.0,3.0,2.0,1.0,0.0,2,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0
GBS-20218,NEGATIV,1.0,1956,1,1.0,1.0,2.0,1.0,1.0,0.0,2,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0
GBS-20348,NEGATIV,1.0,1953,1,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,1.0,2.0
GBS-20381,POSITIV,1.0,1955,1,1.0,1.0,3.0,2.0,1.0,3.0,2,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0
GBS-20384,,1.0,1974,1,1.0,1.0,2.0,2.0,1.0,0.0,3,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0
GBS-20507,,1.0,1955,1,1.0,1.0,3.0,2.0,1.0,0.0,2,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0
GBS-20511,NEGATIV,0.0,1963,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0
GBS-20583,NEGATIV,1.0,1956,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0
GBS-20595,POSITIV,0.0,1968,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0
GBS-20678,POSITIV,1.0,1954,1,1.0,1.0,3.0,5.0,1.0,3.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0
GBS-20689,POSITIV,0.0,1969,1,1.0,1.0,3.0,5.0,1.0,4.0,1,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,2.0
GBS-20693,,1.0,1991,1,1.0,2.0,3.0,8.0,2.0,0.0,4,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0
GBS-20709,,1.0,1958,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0
GBS-20714,POSITIV,1.0,1994,1,1.0,2.0,3.0,8.0,2.0,0.0,1,0.0,0.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0
GBS-20762,,1.0,1991,1,1.0,2.0,3.0,5.0,2.0,0.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0
GBS-20851,,0.0,1962,1,1.0,1.0,3.0,5.0,1.0,0.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0
GBS-20952,,1.0,1955,1,1.0,1.0,3.0,2.0,1.0,0.0,3,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0
GBS-20957,,0.0,1942,0,1.0,1.0,2.0,6.0,1.0,0.0,1,0.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0
GBS-20967,POSITIV,0.0,1990,1,1.0,2.0,3.0,5.0,3.0,0.0,1,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0
GBS-21180,NEGATIV,0.0,1949,1,1.0,1.0,3.0,2.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
GBS-21216,,0.0,1955,1,1.0,1.0,2.0,4.0,1.0,0.0,2,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0
GBS-21254,POSITIV,0.0,1952,1,1.0,1.0,3.0,5.0,1.0,0.0,2,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,2.0
GBS-21327,,1.0,1963,1,1.0,1.0,2.0,6.0,1.0,0.0,2,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0
GBS-21356,,1.0,1975,0,0.0,1.0,3.0,5.0,1.0,0.0,3,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0
GBS-21439,,1.0,1982,1,1.0,2.0,3.0,5.0,1.0,4.0,3,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0
GBS-21466,NEGATIV,0.0,1948,1,1.0,1.0,1.0,4.0,1.0,0.0,2,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0
GBS-21479,NEGATIV,1.0,1994,1,1.0,2.0,2.0,8.0,1.0,8.0,1,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0
GBS-21487,,0.0,1953,1,1.0,1.0,2.0,4.0,1.0,0.0,1,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0
GBS-21494,NEGATIV,0.0,1990,1,1.0,2.0,3.0,2.0,1.0,4.0,2,0.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
GBS-21560,,0.0,1990,1,1.0,1.0,3.0,5.0,2.0,0.0,2,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,1.0
GBS-21581,,1.0,1985,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0
GBS-21622,NEGATIV,1.0,1981,1,1.0,1.0,3.0,2.0,1.0,0.0,1,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0
GBS-21639,POSITIV,0.0,1988,1,1.0,2.0,3.0,2.0,2.0,0.0,2,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0
GBS-21685,,0.0,1965,1,1.0,1.0,3.0,2.0,1.0,3.0,1,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0
GBS-21703,POSITIV,0.0,1975,0,0.0,2.0,2.0,1.0,1.0,0.0,1,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0
GBS-21717,,1.0,1947,0,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0
GBS-21761,POSITIV,0.0,1983,1,1.0,1.0,2.0,1.0,1.0,0.0,1,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,2.0
GBS-21832,POSITIV,1.0,1958,0,0.0,1.0,3.0,2.0,1.0,0.0,1,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
GBS-21867,NEGATIV,0.0,1954,1,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,4.0
GBS-21872,,0.0,1955,1,1.0,1.0,2.0,4.0,1.0,0.0,2,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0
GBS-21876,,1.0,1979,1,1.0,1.0,3.0,2.0,1.0,3.0,1,1.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0
GBS-22003,NEGATIV,0.0,1954,1,1.0,1.0,3.0,2.0,1.0,2.0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0
GBS-22013,,0.0,1972,0,1.0,1.0,1.0,5.0,1.0,0.0,2,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0
GBS-22099,NEGATIV,1.0,1960,1,1.0,1.0,3.0,2.0,1.0,4.0,2,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0
GBS-22116,,1.0,1988,1,1.0,2.0,3.0,4.0,1.0,0.0,1,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0
GBS-22160,POSITIV,0.0,1955,1,1.0,1.0,3.0,5.0,1.0,3.0,2,3.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0
GBS-22185,,1.0,1988,1,1.0,2.0,3.0,2.0,1.0,4.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0
GBS-22274,,0.0,1947,1,1.0,1.0,1.0,1.0,1.0,3.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0
GBS-22347,,0.0,1982,1,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
GBS-22383,,1.0,1981,0,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,1.0
GBS-22395,NEGATIV,1.0,1962,1,1.0,1.0,3.0,5.0,1.0,3.0,2,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0
GBS-22476,,0.0,1967,1,1.0,2.0,3.0,1.0,1.0,0.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0
GBS-22528,POSITIV,1.0,1981,1,1.0,2.0,2.0,6.0,1.0,0.0,3,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,1.0,2.0
GBS-22533,,1.0,1983,1,1.0,1.0,3.0,4.0,1.0,0.0,2,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0
GBS-22537,,0.0,1967,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0
GBS-22570,POSITIV,0.0,1997,0,1.0,2.0,3.0,3.0,1.0,3.0,3,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
GBS-22623,,1.0,1945,1,1.0,1.0,3.0,6.0,2.0,8.0,3,0.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0
GBS-22673,,0.0,1966,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0
GBS-22690,,0.0,1951,1,1.0,1.0,1.0,4.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0
GBS-22743,POSITIV,1.0,1991,1,1.0,2.0,3.0,8.0,1.0,5.0,2,0.0,0.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0
GBS-22753,NEGATIV,1.0,1954,1,1.0,2.0,2.0,4.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0
GBS-23032,NEGATIV,1.0,1982,1,1.0,1.0,3.0,2.0,1.0,0.0,3,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0
GBS-23106,POSITIV,1.0,1961,1,1.0,1.0,3.0,2.0,1.0,3.0,1,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0
GBS-23120,NEGATIV,1.0,1988,1,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0
GBS-23181,,1.0,1958,0,1.0,1.0,3.0,5.0,1.0,0.0,1,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0
GBS-23224,NEGATIV,0.0,1980,1,0.0,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0
GBS-23235,POSITIV,1.0,1985,1,1.0,1.0,3.0,2.0,4.0,2.0,1,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,3.0
